KEGG	Cpd	Formula	Mass	Exact Mass	MetaboAnalyst
C00402	D-Aspartate	C4H7NO4	133.0375	133.037507	D-Aspartic acid
C00403	Polypeptide	C4H6N2O3R2(C2H2NOR)n			
C00404	Polyphosphate	H4P2O7(HPO3)n			
C00405	D-Amino acid	C2H4NO2R			
C00406	Feruloyl-CoA	C31H44N7O19P3S	943.1626	943.162554	Feruloyl-CoA
C00407	L-Isoleucine	C6H13NO2	131.0946	131.094628	L-Isoleucine
C00408	L-Pipecolate	C6H11NO2	129.079	129.078978	Pipecolic acid
C00409	Methanethiol	CH4S	48.0034	48.003371	Methanethiol
C00410	Progesterone	C21H30O2	314.2246	314.22458	Progesterone
C00411	Sinapoyl-CoA	C32H46N7O20P3S	973.1731	973.173119	Sinapoyl-CoA
C00412	Stearoyl-CoA	C39H70N7O17P3S	1033.3762	1033.376175	Stearoyl-CoA
C00413	Streptomycin	C21H39N7O12	581.2657	581.265669	Streptomycin
C00414	Cyclohexanone	C6H10O	98.0732	98.073164	Cyclohexanone
C00415	Dihydrofolate	C19H21N7O6	443.1553	443.155331	Dihydrofolic acid
C00416	Phosphatidate	C5H7O8PR2			PA(16:0/16:0)
C00417	cis-Aconitate	C6H6O6	174.0164	174.016437	cis-Aconitic acid
C00418	(R)-Mevalonate	C6H12O4	148.0736	148.073558	Mevalonic acid
C00419	Polynucleotide	C10H17O10PR2(C5H8O6PR)n			
C00420	Polysaccharide	C12H22O11(C6H10O5)n			beta-D-Galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-D-galactose
C00422	Triacylglycerol	C6H5O6R3			TG(16:0/16:0/18:0)
C00423	trans-Cinnamate	C9H8O2	148.0524	148.052429	trans-Cinnamate
C00424	(S)-Lactaldehyde	C3H6O2	74.0368	74.036779	Lactaldehyde
C00426	Dermatan sulfate	(C14H18NO11R3)n			Dermatan
C00427	Prostaglandin H2	C20H32O5	352.225	352.224974	Prostaglandin H2
C00429	5,6-Dihydrouracil	C4H6N2O2	114.0429	114.042927	Dihydrouracil
C00430	5-Aminolevulinate	C5H9NO3	131.0582	131.058243	5-Aminolevulinic acid
C00431	5-Aminopentanoate	C5H11NO2	117.079	117.078978	5-Aminopentanoic acid
C00433	2,5-Dioxopentanoate	C5H6O4	130.0266	130.026608	2,5-Dioxopentanoate
C00434	Double-stranded DNA	C10H17O8PR2(C5H8O5PR)n. C10H17O7PR2(C5H8O6PR)n			Double-stranded DNA
C00435	Oxidized rubredoxin				Oxidized rubredoxin
C00436	N-Carbamoylputrescine	C5H13N3O	131.1059	131.105862	N-Carbamoylputrescine
C00437	N-Acetylornithine	C7H14N2O3	174.1004	174.100442	N-Acetylornithine
C00438	N-Carbamoyl-L-aspartate	C5H8N2O5	176.0433	176.043321	Ureidosuccinic acid
C00439	N-Formimino-L-glutamate	C6H10N2O4	174.0641	174.064056	Formiminoglutamic acid
C00440	5-Methyltetrahydrofolate	C20H25N7O6	459.1866	459.186631	5-Methyltetrahydrofolic acid
C00441	L-Aspartate 4-semialdehyde	C4H7NO3	117.0426	117.042593	L-Aspartate-semialdehyde
C00444	5'-Phosphooligoribonucleotide	C10H19O16P3R2(C5H8O6PR)n			
C00445	5,10-Methenyltetrahydrofolate	C20H22N7O6	456.1632	456.163156	5,10-Methenyltetrahydrofolic acid
C00446	alpha-D-Galactose 1-phosphate	C6H13O9P	260.0297	260.029718	Galactose 1-phosphate
C00447	Sedoheptulose 1,7-bisphosphate	C7H16O13P2	370.0066	370.006614	Sedoheptulose 1,7-bisphosphate
C00448	trans,trans-Farnesyl diphosphate	C15H28O7P2	382.131	382.131027	Farnesyl pyrophosphate
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine	C11H20N2O6	276.1321	276.132136	Saccharopine
C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate	C6H9NO2	127.0633	127.063328	(S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate
C00451	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate	C6H8O7	192.027	192.027002	D-threo-Isocitric acid
C00454	NDP	C5H11O10P2R			
C00455	Nicotinamide D-ribonucleotide	C11H15N2O8P	334.0566	334.056602	Nicotinamide ribotide
C00458	dCTP	C9H16N3O13P3	466.9896	466.989598	dCTP
C00459	dTTP	C10H17N2O14P3	481.9893	481.989264	Thymidine 5'-triphosphate
C00460	dUTP	C9H15N2O14P3	467.9736	467.973614	Deoxyuridine triphosphate
C00461	Chitin	(C8H13NO5)n			Chitin
C00462	Halide	HX			
C00463	Indole	C8H7N	117.0578	117.057849	Indole
C00464	Mannan				Mannan
C00466	Acetoin	C4H8O2	88.0524	88.052429	Acetoin
C00468	Estrone	C18H22O2	270.162	270.161979	Estrone
C00469	Ethanol	C2H6O	46.0419	46.041864	Ethanol
C00470	Pectate	C12H18O13(C6H8O6)n-2			Pectic acid
C00471	Plasmin				
C00472	p-Benzoquinone	C6H4O2	108.0211	108.021129	Quinone
C00473	Retinol	C20H30O	286.2297	286.229665	
C00474	Ribitol	C5H12O5	152.0685	152.068473	Ribitol
C00475	Cytidine	C9H13N3O5	243.0855	243.08552	Cytidine
C00476	D-Lyxose	C5H10O5	150.0528	150.052823	D-Lyxose
C00477	Ecdysone	C27H44O6	464.3138	464.313789	Ecdysone
C00478	Lichenin	C6H10O5	162.0528	162.052823	
C00479	Propanal	C3H6O	58.0419	58.041864	Propanal
C00480	Pullulan	(C36H60O30)n			
C00481	Pyrazole	C3H4N2	68.0374	68.037448	
C00482	Sinapate	C11H12O5	224.0685	224.068473	Sinapic acid
C00483	Tyramine	C8H11NO	137.0841	137.084063	Tyramine
C00484	Arylamide	C7H6NOR			
C00486	Bilirubin	C33H36N4O6	584.2635	584.263484	Bilirubin
C00487	Carnitine	C7H16NO3	162.113	162.113018	Malonyl-Carnitin
C00488	Formamide	CH3NO	45.0215	45.021463	Formamide
C00489	Glutarate	C5H8O4	132.0423	132.042258	Glutaric acid
C00490	Itaconate	C5H6O4	130.0266	130.026608	Itaconic acid
C00491	L-Cystine	C6H12N2O4S2	240.0238	240.023849	L-Cystine
C00492	Raffinose	C18H32O16	504.169	504.169034	Raffinose
C00493	Shikimate	C7H10O5	174.0528	174.052823	Shikimic acid
C00494	Sisomicin	C19H37N5O7	447.2693	447.269298	Sisomicin
C00495	Sulochrin	C17H16O7	332.0896	332.089602	
C00496	Ubiquitin				
C00497	(R)-Malate	C4H6O5	134.0215	134.021523	D-Malic acid
C00498	ADP-glucose	C16H25N5O15P2	589.0822	589.082239	ADP-glucose
C00499	Allantoate	C4H8N4O4	176.0546	176.054554	Allantoic acid
C00500	Biliverdin	C33H34N4O6	582.2478	582.247834	Biliverdin
C00501	CDP-glucose	C15H25N3O16P2	565.071	565.071005	CDP-glucose
C00502	D-Xylonate	C5H10O6	166.0477	166.047738	2,3,4,5-Tetrahydroxypentanoic acid
C00503	Erythritol	C4H10O4	122.0579	122.057908	Erythritol
C00504	Folate	C19H19N7O6	441.1397	441.139681	Folic acid
C00505	Gentamicin				Gentamicin
C00506	L-Cysteate	C3H7NO5S	169.0045	169.004493	Cysteic acid
C00507	L-Rhamnose	C6H12O5	164.0685	164.068473	Rhamnose
C00508	L-Ribulose	C5H10O5	150.0528	150.052823	L-Ribulose
C00509	Naringenin	C15H12O5	272.0685	272.068473	Naringenin
C00510	Oleoyl-CoA	C39H68N7O17P3S	1031.3605	1031.360525	Oleoyl-CoA
C00511	Acrylic acid	C3H4O2	72.0211	72.021129	Acrylic acid
C00512	Benzoyl-CoA	C28H40N7O17P3S	871.1414	871.141425	Benzoyl-CoA
C00513	CDP-glycerol	C12H21N3O13P2	477.055	477.054961	CDP-glycerol
C00514	D-Mannonate	C6H12O7	196.0583	196.058302	D-Mannonate
C00515	D-Ornithine	C5H12N2O2	132.0899	132.089877	D-Ornithine
C00516	Fibronectin				
C00517	Hexadecanal	C16H32O	240.2453	240.245315	Palmitaldehyde
C00518	Hyaluronate	(C14H21NO12)n			Hyaluronic acid
C00519	Hypotaurine	C2H7NO2S	109.0197	109.019749	Hypotaurine
C00521	(S)-Limonene	C10H16	136.1252	136.1252	(+)-Limonene
C00522	(R)-Pantoate	C6H12O4	148.0736	148.073558	(R)-Pantoate
C00523	Androsterone	C19H30O2	290.2246	290.22458	Androsterone
C00524	Cytochrome c	C42H44FeN8O8S2R4			Cytochrome c
C00525	D-Tryptophan	C11H12N2O2	204.0899	204.089877	D-Tryptophan
C00526	Deoxyuridine	C9H12N2O5	228.0746	228.074621	Deoxyuridine
C00527	Glutaryl-CoA	C26H42N7O19P3S	881.1469	881.146904	Glutaryl-CoA
C00528	Glycopeptide	C36H64N8O17	880.4389	880.438942	
C00530	Hydroquinone	C6H6O2	110.0368	110.036779	Hydroquinone
C00531	Itaconyl-CoA	C26H40N7O19P3S	879.1313	879.131254	Itaconyl-CoA
C00532	L-Arabitol	C5H12O5	152.0685	152.068473	L-Arabitol
C00533	Nitric oxide	NO	29.998	29.997988	Nitric oxide
C00534	Pyridoxamine	C8H12N2O2	168.0899	168.089877	Pyridoxamine
C00535	Testosterone	C19H28O2	288.2089	288.20893	Testosterone
C00536	Triphosphate	H5P3O10	257.9096	257.909557	
C00538	2-Oxoaldehyde	C2HO2R			
C00539	Aromatic acid	C7H6O2	122.0368	122.036779	Benzoic acid
C00540	Cinnamoyl-CoA	C30H42N7O17P3S	897.1571	897.157075	Cinnamoyl-CoA
C00541	Cob(II)alamin	C62H88CoN13O14P	1328.5643	1328.564325	Cob(II)alamin
C00542	Cystathionine	C7H14N2O4S	222.0674	222.067428	Allocystathionine
C00543	Dimethylamine	C2H7N	45.0578	45.057849	Dimethylamine
C00544	Homogentisate	C8H8O4	168.0423	168.042258	Homogentisic acid
C00545	L-Arabinonate	C5H10O6	166.0477	166.047738	L-Arabinonate
C00546	Methylglyoxal	C3H4O2	72.0211	72.021129	Pyruvaldehyde
C00547	L-Noradrenaline	C8H11NO3	169.0739	169.073893	Norepinephrine
C00548	Phenyl acetate	C8H8O2	136.0524	136.052429	
C00549	RNA (poly(U))	C18H23N4O14P(C9H11N2O8P)n			
C00550	Sphingomyelin	C24H49N2O6PR			SM(d18:1/18:0)
C00551	beta-D-Glucan				
C00552	meso-Tartaric acid	C4H6O6	150.0164	150.016437	meso-Tartaric acid
C00553	(+)-Neomenthol	C10H20O	156.1514	156.151415	(+)-Neomenthol
C00555	4-Aminobutyraldehyde	C4H9NO	87.0684	87.068413	
C00556	Benzyl alcohol	C7H8O	108.0575	108.057514	
C00557	Cyclopentanone	C5H8O	84.0575	84.057514	Cyclopentanone
C00558	D-Tagaturonate	C6H10O7	194.0427	194.042652	
C00559	Deoxyadenosine	C10H13N5O3	251.1018	251.101839	Deoxyadenosine
C00561	Mandelonitrile	C8H7NO	133.0528	133.052763	Mandelonitrile
C00562	Phosphoprotein				
C00563	Phosphoramidon	C23H34N3O10P	543.1982	543.198181	
C00565	Trimethylamine	C3H9N	59.0735	59.073499	Trimethylamine
C00566	(3S)-Citryl-CoA	C27H42N7O22P3S	941.1316	941.131648	
C00568	4-Aminobenzoate	C7H7NO2	137.0477	137.047678	p-Aminobenzoic acid
C00569	Arabinogalactan				Arabinogalactan
C00570	CDP-ethanolamine	C11H20N4O11P2	446.0604	446.060381	CDP-Ethanolamine
C00571	Cyclohexylamine	C6H13N	99.1048	99.104799	Cyclohexylamine
C00573	Keratan sulfate	(C28H46N2O29S3)n			Keratan
C00574	beta-D-Fucoside	C6H11O5R			
C00575	3',5'-Cyclic AMP	C10H12N5O6P	329.0525	329.05252	Cyclic AMP
C00576	Betaine aldehyde	C5H12NO	102.0919	102.091889	Betaine aldehyde
C00577	D-Glyceraldehyde	C3H6O3	90.0317	90.031694	D-Glyceraldehyde
C00579	Dihydrolipoamide	C8H17NOS2	207.0752	207.075156	Dihydrolipoamide
C00580	Dimethyl sulfide	C2H6S	62.019	62.019021	Dimethylsulfide
C00581	Guanidinoacetate	C3H7N3O2	117.0538	117.053826	Guanidoacetic acid
C00582	Phenylacetyl-CoA	C29H42N7O17P3S	885.1571	885.157075	Phenylacetyl-CoA
C00583	Propane-1,2-diol	C3H8O2	76.0524	76.052429	
C00584	Prostaglandin E2	C20H32O5	352.225	352.224974	Prostaglandin E2
C00585	Protein tyrosine	C10H10N2O3R2			
C00586	2-Deoxy-D-glucose	C6H12O5	164.0685	164.068473	
C00587	3-Hydroxybenzoate	C7H6O3	138.0317	138.031694	3-Hydroxybenzoic acid
C00588	Choline phosphate	C5H15NO4P	184.0739	184.073869	Phosphorylcholine
C00590	Coniferyl alcohol	C10H12O3	180.0786	180.078644	Coniferyl alcohol
C00591	N-Acylneuraminate	C10H16NO9R			
C00593	Sulfoacetaldehyde	C2H4O4S	123.983	123.983029	Sulfoacetaldehyde
C00596	2-Hydroxy-2,4-pentadienoate	C5H6O3	114.0317	114.031694	2-Hydroxy-2,4-pentadienoate
C00597	Glycerate 3-phosphate	C3H7O7P	185.9929	185.992939	3-Phosphoglyceric acid
C00599	Cholest-4-en-3-one	C27H44O	384.3392	384.339216	Cholestenone
C00601	Phenylacetaldehyde	C8H8O	120.0575	120.057514	Phenylacetaldehyde
C00602	beta-D-Galactoside	C6H11O6R			
C00603	(S)-Ureidoglycolate	C3H6N2O4	134.0328	134.032756	(S)-Ureidoglycolic acid
C00604	1,10-Phenanthroline	C12H8N2	180.0687	180.068748	
C00605	2,3-Dehydroacyl-CoA	C24H37N7O17P3SR			2,3-Dehydroacyl-CoA
C00606	3-Sulfino-L-alanine	C3H7NO4S	153.0096	153.009578	3-Sulfinoalanine
C00607	Chondroitin sulfate	(C14H18NO11R3)n			Chondroitin sulfate
C00608	Deoxyribonucleotide	C5H10O6PR			
C00609	Long-chain aldehyde	C3H5OR			Long-chain aldehyde
C00611	N-Acetyllactosamine	C14H25NO11	383.1428	383.14276	N-Acetyllactosamine
C00612	N1-Acetylspermidine	C9H21N3O	187.1685	187.168462	N1-Acetylspermidine
C00613	Protein-L-arginine	C7H13N5O2R2			
C00614	Protein glutamate	C6H8N2O4R2			
C00615	Protein histidine	C7H8N4O2R2			
C00616	Quercetin 3-sulfate	C15H10O10S	381.9995	381.999467	Quercetin 3-O-sulfate
C00617	UDP-D-galacturonate	C15H22N2O18P2	580.0343	580.034285	UDP-D-galacturonate
C00618	3-Dehydro-L-gulonate	C6H10O7	194.0427	194.042652	3-Dehydro-L-gulonate
C00619	3-Oxo-Delta4-steroid	C19H28O	272.214	272.214015	
C00620	alpha-D-Ribose 1-phosphate	C5H11O8P	230.0192	230.019154	Ribose 1-phosphate
C00621	Dolichyl diphosphate	C20H38O7P2(C5H8)n			Dolichyl diphosphate
C00623	sn-Glycerol 1-phosphate	C3H9O6P	172.0137	172.013675	sn-Glycerol 1-phosphate
C00624	N-Acetyl-L-glutamate	C7H11NO5	189.0637	189.063722	N-Acetylglutamic acid
C00625	N-Acyl-D-mannosamine	C7H12NO6R			
C00627	Pyridoxine phosphate	C8H12NO6P	249.0402	249.040224	Pyridoxine 5'-phosphate
C00628	2,5-Dihydroxybenzoate	C7H6O4	154.0266	154.026608	Gentisic acid
C00630	2-Methylpropanoyl-CoA	C25H42N7O17P3S	837.1571	837.157075	Isobutyryl-CoA
C00631	2-Phospho-D-glycerate	C3H7O7P	185.9929	185.992939	2-Phospho-D-glyceric acid
C00632	3-Hydroxyanthranilate	C7H7NO3	153.0426	153.042593	3-Hydroxyanthranilic acid
C00633	4-Hydroxybenzaldehyde	C7H6O2	122.0368	122.036779	4-Hydroxybenzaldehyde
C00634	Chondroitin 4-sulfate	(C14H21NO14S)n			Chondroitin 4-sulfate
C00635	Chondroitin 6-sulfate	(C14H21NO14S)n			Chondroitin 6'-sulfate
C00636	D-Mannose 1-phosphate	C6H13O9P	260.0297	260.029718	D-Mannose 1-phosphate
C00637	Indole-3-acetaldehyde	C10H9NO	159.0684	159.068413	Indoleacetaldehyde
C00638	Long-chain fatty acid	C3H5O2R			Long-chain fatty acid
C00639	Prostaglandin F2alpha	C20H34O5	354.2406	354.240624	Prostaglandin F2a
C00640	(3S)-3-Hydroxyacyl-CoA	C24H39N7O18P3SR			(S)-3-hydroxyacyl-CoA
C00641	1,2-Diacyl-sn-glycerol	C5H6O5R2			1,2-Diacyl-sn-glycerol
C00642	4-Hydroxyphenylacetate	C8H8O3	152.0473	152.047344	p-Hydroxyphenylacetic acid
C00643	5-Hydroxy-L-tryptophan	C11H12N2O3	220.0848	220.084792	5-Hydroxy-L-tryptophan
C00644	D-Mannitol 1-phosphate	C6H15O9P	262.0454	262.045369	Mannitol 1-phosphate
C00645	N-Acetyl-D-mannosamine	C8H15NO6	221.0899	221.089937	N-Acetylmannosamine
C00647	Pyridoxamine phosphate	C8H13N2O5P	248.0562	248.056208	Pyridoxamine 5'-phosphate
C00650	4-Hydroxymandelonitrile	C8H7NO2	149.0477	149.047678	
C00651	4-Methylene-L-glutamate	C6H9NO4	159.0532	159.053157	L-2-Amino-4-methylenepentanedioic acid
C00652	D-Arabinono-1,4-lactone	C5H8O5	148.0372	148.037173	
C00653	Poly(ribitol phosphate)	(C5H11O7P)n			
C00655	Xanthosine 5'-phosphate	C10H13N4O9P	364.042	364.042015	Xanthylic acid
C00658	trans-2,3-Dehydroacyl-CoA	C24H37N7O17P3SR			2,3-trans-enoyl CoA
C00659	2-Aceto-2-hydroxybutanoate	C6H10O4	146.0579	146.057908	Acetohydroxybutyrate
C00661	Glyceraldehyde 3-phosphate	C3H7O6P	169.998	169.998024	
C00662	Reduced adrenal ferredoxin				
C00663	beta-D-Glucose 1-phosphate	C6H13O9P	260.0297	260.029718	beta-D-Glucose 1-phosphate
C00664	5-Formiminotetrahydrofolate	C20H24N8O6	472.1819	472.18188	5-Formiminotetrahydrofolic acid
C00665	beta-D-Fructose 2,6-bisphosphate	C6H14O12P2	339.996	339.996049	D-Fructose 2,6-bisphosphate
C00666	LL-2,6-Diaminoheptanedioate	C7H14N2O4	190.0954	190.095356	meso-2,6-Diaminoheptanedioate
C00667	Oxidized adrenal ferredoxin				
C00668	alpha-D-Glucose 6-phosphate	C6H13O9P	260.0297	260.029718	
C00669	gamma-L-Glutamyl-L-cysteine	C8H14N2O5S	250.0623	250.062342	gamma-Glutamylcysteine
C00670	sn-Glycero-3-phosphocholine	C8H21NO6P	258.1106	258.110649	Glycerophosphocholine
C00671	(S)-3-Methyl-2-oxopentanoic acid	C6H10O3	130.063	130.062994	3-Methyl-2-oxovaleric acid
C00672	2-Deoxy-D-ribose 1-phosphate	C5H11O7P	214.0242	214.024239	Deoxyribose 1-phosphate
C00673	2-Deoxy-D-ribose 5-phosphate	C5H11O7P	214.0242	214.024239	Deoxyribose 5-phosphate
C00674	5alpha-Androstane-3,17-dione	C19H28O2	288.2089	288.20893	Androstanedione
C00675	Deoxynucleoside 3'-phosphate	C5H10O6PR			
C00676	Deoxynucleoside 5'-phosphate	C5H10O6PR			
C00677	Deoxynucleoside triphosphate	C5H12O12P3R			
C00679	5-Dehydro-4-deoxy-D-glucarate	C6H8O7	192.027	192.027002	5-Dehydro-4-deoxy-D-glucarate
C00680	meso-2,6-Diaminoheptanedioate	C7H14N2O4	190.0954	190.095356	
C00681	1-Acyl-sn-glycerol 3-phosphate	C4H8O7PR			1-Acyl-sn-glycerol 3-phosphate
C00682	2-Hydroxymuconate semialdehyde	C6H6O4	142.0266	142.026608	2-Hydroxymuconate semialdehyde
C00683	(S)-Methylmalonyl-CoA	C25H40N7O19P3S	867.1313	867.131254	Methylmalonyl-CoA
C00684	2-Dehydro-3-deoxy-L-arabinonate	C5H8O5	148.0372	148.037173	2-Dehydro-3-deoxy-L-arabinonate
C00685	3-Oxoacyl-[acyl-carrier protein]	C3H2O2SR2			3-Oxoacyl-[acyl-carrier protein]
C00686	N-Acyl-D-mannosamine 6-phosphate	C7H13NO9PR			
C00688	dTDP-4-dehydro-beta-L-rhamnose	C16H24N2O15P2	546.0652	546.065192	
C00689	alpha,alpha'-Trehalose 6-phosphate	C12H23O14P	422.0825	422.082542	Trehalose 6-phosphate
C00691	2,4,6/3,5-Pentahydroxycyclohexanone	C6H10O6	178.0477	178.047738	2,4,6/3,5-Pentahydroxycyclohexanone
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H43N5O23P2	879.1824	879.182406	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
C00693	trans-2,3-Dehydroacyl-[acyl-carrier protein]	C3H2OSR2			trans-2,3-Dehydroacyl-[acyl-carrier protein]
C00694	beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R	C14H24NO11R			
C00695	Cholic acid	C24H40O5	408.2876	408.287574	Cholic acid
C00696	Prostaglandin D2	C20H32O5	352.225	352.224974	Prostaglandin D2
C00697	Nitrogen	N2	28.0061	28.006148	Nitrogen
C00698	Cl-	Cl	34.9689	34.968852	Chloride ion
C00700	XTP	C10H15N4O15P3	523.9747	523.974676	Xanthosine 5-triphosphate
C00701	Base				
C00703	Mercury(2+)	Hg	201.9706	201.970643	Mercury
C00704	Superoxide	O2	31.9898	31.989829	Superoxide
C00705	dCDP	C9H15N3O10P2	387.0233	387.023267	dCDP
C00706	Amine	NH2R			Amine
C00707	Xylan	(C5H8O4)n. (C5H7O4R)n			Xylan
C00708	Iodide	I	126.9045	126.904471	Iodide
C00711	Malate	C4H6O5	134.0215	134.021523	
C00712	(9Z)-Octadecenoic acid	C18H34O2	282.2559	282.25588	Oleic acid
C00713	Panose	C18H32O16	504.169	504.169034	Panose
C00714	Pectin	(C26H36O24)n			
C00715	Pterin	C6H5N5O	163.0494	163.049409	Pterin
C00716	Serine	C3H7NO3	105.0426	105.042593	2-Amino-3-hydroxypropanoic acid
C00717	Alditol	C2H5O2R			
C00718	Amylose	(C6H10O5)n			Amylose
C00719	Betaine	C5H11NO2	117.079	117.078978	Betaine
C00720	RBr	BrR			
C00721	Dextrin	(C12H20O10)n			Dextrin
C00722	Epoxide	C2H2OR2			
C00723	Insulin				
C00725	Lipoate	C8H14O2S2	206.0435	206.043522	
C00726	Nitrile	CNR			Nitrile
C00727	Orcinol	C7H8O2	124.0524	124.052429	
C00729	Tropine	C8H15NO	141.1154	141.115364	Tropine
C00732	Ubenimex	C16H24N2O4	308.1736	308.173607	
C00734	Chitosan	C12H24N2O9(C6H11NO4)n			Chitosan
C00735	Cortisol	C21H30O5	362.2093	362.209324	Cortisol
C00736	Cysteine	C3H7NO2S	121.0197	121.019749	
C00737	D-Aldose	C6H12O6	180.0634	180.063388	
C00738	D-Hexose	C6H12O6	180.0634	180.063388	
C00739	D-Lysine	C6H14N2O2	146.1055	146.105527	D-Lysine
C00740	D-Serine	C3H7NO3	105.0426	105.042593	D-Serine
C00741	Diacetyl	C4H6O2	86.0368	86.036779	Diacetyl
C00742	Fluoride	F	18.9984	18.998403	Fluoride
C00744	Macrocin	C45H75NO17	901.5035	901.503499	Macrocin
C00745	Nicotine	C10H14N2	162.1157	162.115698	Nicotine
C00746	Oxytocin	C43H66N12O12S2	1006.4365	1006.436457	Oxytocin
C00747	Pyridine	C5H5N	79.0422	79.042199	Pyridine
C00748	Siroheme	C42H44FeN4O16	916.2102	916.210167	Siroheme
C00750	Spermine	C10H26N4	202.2157	202.215746	Spermine
C00751	Squalene	C30H50	410.3913	410.391251	Squalene
C00752	Thrombin				
C00753	Tungsten	W	183.9509	183.95093	Tungsten
C00755	4-Hydroxy-3-methoxy-benzaldehyde	C8H8O3	152.0473	152.047344	Vanillin
C00756	1-Octanol	C8H18O	130.1358	130.135765	Octanol
C00757	Berberine	C20H18NO4	336.1236	336.123583	Berberine
C00758	Bergaptol	C11H6O4	202.0266	202.026608	Bergaptol
C00759	Caldesmon				
C00760	Cellulose	(C6H10O5)n			1,4-beta-D-Glucan
C00761	Coniferin	C16H22O8	342.1315	342.131467	Coniferin
C00762	Cortisone	C21H28O5	360.1937	360.193674	Cortisone
C00763	D-Proline	C5H9NO2	115.0633	115.063328	D-Proline
C00764	D-Sorbose	C6H12O6	180.0634	180.063388	
C00765	Digitonin	C56H92O29	1228.5724	1228.572426	
C00766	Flavanone	C15H12O2	224.0837	224.083729	
C00768	Histidine	C6H9N3O2	155.0695	155.069476	
C00770	L-Idonate	C6H12O7	196.0583	196.058302	
C00771	Laminarin	C12H22O11(C6H10O5)n			
C00772	Mevaldate	C6H10O4	146.0579	146.057908	
C00773	Pepstatin	C34H63N5O9	685.4626	685.462578	
C00774	Phloretin	C15H14O5	274.0841	274.084123	Phloretin
C00775	Porphyran				
C00777	Retinoate	C20H28O2	300.2089	300.20893	All-trans-retinoic acid
C00778	Rhodopsin	C20H28R			Rhodopsin
C00779	Scytalone	C10H10O4	194.0579	194.057908	
C00780	Serotonin	C10H12N2O	176.095	176.094963	Serotonin
C00783	Tropinone	C8H13NO	139.0997	139.099714	Tropinone
C00785	Urocanate	C6H6N2O2	138.0429	138.042927	Urocanic acid
C00786	(-)-Vestitone	C16H14O5	286.0841	286.084123	(-)-Vestitone
C00787	tRNA(Tyr)				tRNA(Tyr)
C00788	L-Adrenaline	C9H13NO3	183.0895	183.089543	Epinephrine
C00789	CDP-ribitol	C14H25N3O15P2	537.0761	537.076091	CDP-ribitol
C00791	Creatinine	C4H7N3O	113.0589	113.058911	Creatinine
C00792	D-Arginine	C6H14N4O2	174.1117	174.111675	D-Arginine
C00793	D-Cysteine	C3H7NO2S	121.0197	121.019749	D-Cysteine
C00794	D-Sorbitol	C6H14O6	182.079	182.079038	Sorbitol
C00795	D-Tagatose	C6H12O6	180.0634	180.063388	D-Tagatose
C00796	Dicumarol	C19H12O6	336.0634	336.063388	Dicumarol
C00797	Ethylamine	C2H7N	45.0578	45.057849	Ethylamine
C00798	Formyl-CoA	C22H36N7O17P3S	795.1101	795.110124	Formyl-CoA
C00799	Isoflavone	C15H10O2	222.0681	222.068079	
C00800	L-Gulonate	C6H12O7	196.0583	196.058302	Gulonic acid
C00801	Nucleoside	C5H9O4R			
C00802	Oxalureate	C3H4N2O4	132.0171	132.017106	Oxalureate
C00803	Pentanoate	C5H10O2	102.0681	102.068079	Valeric acid
C00804	Propynoate	C3H2O2	70.0055	70.005479	Propynoic acid
C00805	Salicylate	C7H6O3	138.0317	138.031694	Salicylic acid
C00806	Tryptophan	C11H12N2O2	204.0899	204.089877	Alanyltryptophan
C00807	Xyloglucan				
C00808	(+)-Camphor	C10H16O	152.1201	152.120115	(+)-Camphor
C00809	(-)-Camphor	C10H16O	152.1201	152.120115	(-)-Camphor
C00810	(R)-Acetoin	C4H8O2	88.0524	88.052429	3R-Hydroxybutan-2-one
C00811	4-Coumarate	C9H8O3	164.0473	164.047344	4-Hydroxycinnamic acid
C00812	Alkyl thiol	HSR			
C00813	Barbiturate	C4H4N2O3	128.0222	128.022191	Barbituric acid
C00814	Biochanin A	C16H12O5	284.0685	284.068473	Biochanin A
C00815	Citramalate	C5H8O5	148.0372	148.037173	Citramalic acid
C00816	Collagenase				
C00817	D-Altronate	C6H12O7	196.0583	196.058302	D-Altronate
C00818	D-Glucarate	C6H10O8	210.0376	210.037567	Glucaric acid
C00819	D-Glutamine	C5H10N2O3	146.0691	146.069142	D-Glutamine
C00820	D-Threonine	C4H9NO3	119.0582	119.058243	
C00821	DNA adenine	C10H14N5O6P(C5H8O5PR)n(C5H8O5PR)n			
C00822	Dopaquinone	C9H9NO4	195.0532	195.053157	Dopaquinone
C00823	1-Hexadecanol	C16H34O	242.261	242.260965	1-Hexadecanol
C00824	Iron-sulfur				
C00825	Kanamycin B	C18H37N5O10	483.254	483.254042	
C00826	L-Arogenate	C10H13NO5	227.0794	227.079372	L-Arogenate
C00827	Lactoyl-CoA	C24H40N7O18P3S	839.1363	839.136339	Lactyl-CoA
